"libellé métier";"lien site onisep.fr";"nom publication";collection;année;gencod;GFE;"code ROME";"libellé ROME";"lien ROME";domaine/sous-domaine
"ingénieur mathématicien / ingénieure mathématicienne";http://www.onisep.fr/http/redirection/metier/slug/MET.931;"Mathématiques, statistique et informatique";"Zoom sur les métiers";2021;9782273015547;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";K2402;"Recherche en sciences de l'univers, de la matière et du vivant";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2402;sciences/mathématiques
"ingénieur technico-commercial / ingénieure technico-commerciale";http://www.onisep.fr/http/redirection/metier/slug/MET.74;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE Q : commerce, gestion, finances";D1407;"Relation technico-commerciale";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1407;"commerce, marketing, vente/grande distribution et petits commerces| commerce, marketing, vente/marketing - vente"
"ingénieur technico-commercial / ingénieure technico-commerciale en chimie";http://www.onisep.fr/http/redirection/metier/slug/MET.826;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE J : transformation des matériaux, procédés (biologie, chimie, physique)";D1407;"Relation technico-commerciale";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1407;"sciences/chimie| commerce, marketing, vente/marketing - vente"
"ingénieur technico-commercial / ingénieure technico-commerciale en informatique";http://www.onisep.fr/http/redirection/metier/slug/MET.204;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE P : Gestion et traitement de l'information (informatique, statistique, documentation)";D1407;"Relation technico-commerciale";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1407;"informatique, internet/informatique (généralités)| commerce, marketing, vente/marketing - vente"
"installateur / installatrice en télécoms";http://www.onisep.fr/http/redirection/metier/slug/MET.298;"Les métiers de l'informatique";Parcours;2017;9782273013291;"GFE H : électricité, énergie, électronique";I1307;"Installation et maintenance télécoms et courants faibles";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1307;"électricité - électronique - robotique/télécommunications"
journaliste;http://www.onisep.fr/http/redirection/metier/slug/MET.45;"Les métiers de l'information et de la communication";Parcours;2021;9782273015950;"GFE U : communication, médias";E1106;"Journalisme et information média";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1106;"information-communication, audiovisuel/journalisme - édition - publicité"
"juge des enfants";http://www.onisep.fr/http/redirection/metier/slug/MET.472;"Les métiers auprès des enfants";Parcours;2020;9782273015189;"GFE W : droit, enseignement, recherche et sciences humaines";K1904;Magistrature;https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1904;"économie - droit - politique/activité judiciaire"
"juriste d'entreprise";http://www.onisep.fr/http/redirection/metier/slug/MET.82;"Les métiers des entreprises du dispositif médical";"Zoom sur les métiers";2020;9782273015486;"GFE W : droit, enseignement, recherche et sciences humaines";K1903;"Défense et conseil juridique";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1903;"économie - droit - politique/droit social"
"juriste en droit social";http://www.onisep.fr/http/redirection/metier/slug/MET.92;"Les métiers de la gestion, de la comptabilité et des ressources humaines";Parcours;2021;9782273015769;"GFE W : droit, enseignement, recherche et sciences humaines";K1903;"Défense et conseil juridique";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1903;"économie - droit - politique/droit social"
"juriste en propriété intellectuelle";http://www.onisep.fr/http/redirection/metier/slug/MET.333;"Les métiers du droit";Parcours;2020;9782273015202;"GFE W : droit, enseignement, recherche et sciences humaines";K1903;"Défense et conseil juridique";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1903;"économie - droit - politique/droit privé"
ludothécaire;http://www.onisep.fr/http/redirection/metier/slug/MET.639;;"pas de publication Onisep spécifique";;;"GFE S : hôtellerie,  tourisme, loisirs";K1601;"Gestion de l'information et de la documentation";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K1601;"information-communication, audiovisuel/bibliothèque - documentation| santé - social - sport/travail social"
"magasinier / magasinière cariste";http://www.onisep.fr/http/redirection/metier/slug/MET.181;"Les métiers du transport routier et de la logistique";"Zoom sur les métiers";2018;9782273013659;"GFE O : transport, logistique";N1103;"Magasinage et préparation de commandes";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N1103;"logistique - transport/logistique| logistique - transport/transport"
"manager de risques";http://www.onisep.fr/http/redirection/metier/slug/MET.555;"Les métiers de la gestion, de la comptabilité et des ressources humaines";Parcours;2021;9782273015769;"GFE Q : commerce, gestion, finances";M1201;"Analyse et ingénierie financière";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1201;"gestion des entreprises, comptabilité/administration de l'entreprise| banque - assurances - immobilier/assurances| banque - assurances - immobilier/finances| armée, sécurité/sécurité prévention"
maquettiste;http://www.onisep.fr/http/redirection/metier/slug/MET.536;"Les métiers du design";Parcours;2019;9782273014595;"GFE U : communication, médias";E1205;"Réalisation de contenus multimédias";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1205;"information-communication, audiovisuel/industries graphiques"
"maraîcher / maraîchère";http://www.onisep.fr/http/redirection/metier/slug/MET.200;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";A1414;"Horticulture et maraîchage";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1414;"agriculture, animaux/cultures"
"maroquinier / maroquinière";http://www.onisep.fr/http/redirection/metier/slug/MET.566;"Les métiers de la mode et du luxe";Parcours;2019;9782273014564;"GFE L : textile, habillement, cuir";B1802;"Réalisation d'articles en cuir et matériaux souples (hors vêtement)";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=B1802;"matières premières, fabrication, industries/textile - habillement"
"matelot à la pêche";http://www.onisep.fr/http/redirection/metier/slug/MET.674;"Les métiers de marins";"Zoom sur les métiers";2017;9782273013611;"GFE B : pêche, mer";N3102;"Equipage de la navigation maritime";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=N3102;"agriculture, animaux/pêche| logistique - transport/transport"
"mécanicien / mécanicienne d'entretien d'avion";http://www.onisep.fr/http/redirection/metier/slug/MET.23;;"pas de publication Onisep spécifique";;;"GFE F : mécanique";I1602;"Maintenance d'aéronefs";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1602;"mécanique/aéronautique| électricité - électronique - robotique/électronique"
"mécanicien / mécanicienne marine navigant";http://www.onisep.fr/http/redirection/metier/slug/MET.596;"Les métiers de marins";"Zoom sur les métiers";2017;9782273013611;"GFE F : mécanique";I1605;"Mécanique de marine";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1605;"mécanique/construction navale| électricité - électronique - robotique/électrotechnique"
"mécanicien-outilleur / mécanicienne-outilleuse";http://www.onisep.fr/http/redirection/metier/slug/MET.686;"Les métiers de l'automobile";Parcours;2020;9782273015172;"GFE F : mécanique";H2901;"Ajustement et montage de fabrication";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H2901;"mécanique/mécanique (généralités)"
"médecin généraliste";http://www.onisep.fr/http/redirection/metier/slug/MET.869;"Les métiers du médical";Parcours;2021;9782273015813;"GFE R : santé, social, soins personnels";J1102;"Médecine généraliste et spécialisée";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=J1102;"santé - social - sport/médical"
accessoiriste;http://www.onisep.fr/http/redirection/metier/slug/MET.69;;"pas de publication Onisep spécifique";;;"GFE V : arts, spectacle, audiovisuel";L1503;"Décor et accessoires spectacle";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1503;"arts, culture, artisanat/arts du spectacle| matières premières, fabrication, industries/textile - habillement"
"accompagnateur / accompagnatrice de tourisme équestre";http://www.onisep.fr/http/redirection/metier/slug/MET.785;"Les métiers du sport";Parcours;2021;9782273015875;"GFE S : hôtellerie,  tourisme, loisirs";G1201;"Accompagnement de voyages, d'activités culturelles ou sportives";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1201;"santé - social - sport/sport| hôtellerie - restauration - tourisme/tourisme"
"accompagnateur / accompagnatrice en moyenne montagne";http://www.onisep.fr/http/redirection/metier/slug/MET.784;"Les métiers du sport";Parcours;2021;9782273015875;"GFE S : hôtellerie,  tourisme, loisirs";G1201;"Accompagnement de voyages, d'activités culturelles ou sportives";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=G1201;"santé - social - sport/sport| hôtellerie - restauration - tourisme/tourisme"
"acheteur / acheteuse";http://www.onisep.fr/http/redirection/metier/slug/MET.571;"Les métiers du commerce, du marketing et de la publicité";Parcours;2021;9782273015936;"GFE Q : commerce, gestion, finances";M1101;Achat;https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1101;"commerce, marketing, vente/achat, approvisionnement| commerce, marketing, vente/grande distribution et petits commerces"
"acheteur / acheteuse";http://www.onisep.fr/http/redirection/metier/slug/MET.571;"Les métiers du goût et des saveurs";Parcours;2021;9782273015721;"GFE Q : commerce, gestion, finances";M1101;Achat;https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1101;"commerce, marketing, vente/achat, approvisionnement| commerce, marketing, vente/grande distribution et petits commerces"
actuaire;http://www.onisep.fr/http/redirection/metier/slug/MET.861;"Mathématiques, statistique et informatique";"Zoom sur les métiers";2021;9782273015547;"GFE Q : commerce, gestion, finances";C1105;"Études actuarielles en assurances";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1105;"banque - assurances - immobilier/assurances| sciences/mathématiques"
"administrateur / administratrice de biens";http://www.onisep.fr/http/redirection/metier/slug/MET.396;"Les métiers de l'immobilier";Parcours;2021;9782273015837;"GFE Q : commerce, gestion, finances";C1501;"Gérance immobilière";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1501;"banque - assurances - immobilier/immobilier"
"administrateur / administratrice de spectacle";http://www.onisep.fr/http/redirection/metier/slug/MET.469;"Les métiers de la culture et du patrimoine";Parcours;2018;9782273013338;"GFE V : arts, spectacle, audiovisuel";L1302;"Production et administration spectacle, cinéma et audiovisuel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=L1302;"gestion des entreprises, comptabilité/administration de l'entreprise| arts, culture, artisanat/arts du spectacle"
"aérodynamicien / aérodynamicienne en aéronautique";http://www.onisep.fr/http/redirection/metier/slug/MET.371;"Les métiers de l'industrie aéronautique et spatiale";Parcours;2017;9782273013284;"GFE F : mécanique";H1206;"Management et ingénierie études, recherche et développement industriel";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=H1206;"mécanique/aéronautique| mécanique/mécanique (généralités)| sciences/physique"
"agent / agente arboricole";http://www.onisep.fr/http/redirection/metier/slug/MET.793;"Les métiers de l'agriculture et de la forêt";Parcours;2020;9782273015219;"GFE A : agriculture";A1405;"Arboriculture et viticulture";https://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1405;"agriculture, animaux/cultures"
